country,title,description,published_at,source_name,url,title_word_count,duplicate_title,time_difference,word_count
India,"Iran's Abbas Araqchi arrives in Pakistan, raising hopes for US peace talks","Trump plans to send special envoys Steve Witkoff and Jared Kushner to talks with Araqchi in Islamabad, and the pair will depart on Saturday morning",2026-04-24 19:07:33+00:00,Moneycontrol.com,https://www.moneycontrol.com/world/iran-s-abbas-araqchi-heading-to-pakistan-raising-hopes-for-us-peace-talks-article-13899065.html,12,"iran's abbas araqchi arrives in pakistan, raising hopes for us peace talks",11 days 17:54:30.288479,12
India,Khalnayak Returns: Sanjay Dutt Is Back As Ballu Balram; Teaser Revives The Iconic 1993 Legacy,Latest Bollywood news about Khalnayak Returns: Sanjay Dutt Is Back As Ballu Balram; Teaser Revives The Iconic 1993 Legacy. Stay updated with entertainment industry updates on Sacnilk.,2026-04-24 18:19:43+00:00,Sacnilk,https://www.sacnilk.com/news/khalnayak-returns-sanjay-dutt-is-back-as-ballu-balram-teaser-revives-the-iconic-1993-legacy,15,khalnayak returns: sanjay dutt is back as ballu balram; teaser revives the iconic 1993 legacy,11 days 18:42:20.288479,15
India,"A Poor Opening, Stays Even Behind Avinash Tiwary's Laila Majnu!",Avinash Tiwary & Medha Shankr's Ginny Wedss Sunny 2 starts slow amid competition and mixed reviews. Read day 1 box office early trends!,2026-04-24 18:08:16+00:00,Koimoi,https://www.koimoi.com/box-office/ginny-wedss-sunny-2-box-office-day-1-early-trends-a-poor-opening-stays-even-behind-avinash-tiwarys-laila-majnu/,10,"a poor opening, stays even behind avinash tiwary's laila majnu!",11 days 18:53:47.288479,10
India,One hundred not enough: Sai Sudharsan watches Virat Kohli take over Chinnaswamy as RCB beat GT by five wickets,Cricket News: NEW DELHI: A century from Sai Sudharsan was not enough for Gujarat Titans to return to winning ways as Royal Challengers Bengaluru (RCB) chased down 2.,2026-04-24 18:02:00+00:00,The Times of India,https://timesofindia.indiatimes.com/sports/cricket/ipl/ipl-2026/one-hundred-not-enough-sai-sudharsan-watches-virat-kohli-take-over-chinnaswamy-as-rcb-beat-gt-by-five-wickets/articleshow/130501275.cms,19,one hundred not enough: sai sudharsan watches virat kohli take over chinnaswamy as rcb beat gt by five wickets,11 days 19:00:03.288479,19
India,Netanyahu says early-stage prostate cancer treated with no trace remaining,Israeli Prime Minister Benjamin Netanyahu has revealed that he recently received treatment for prostate cancer.,2026-04-24 17:54:35+00:00,The Siasat Daily,https://www.siasat.com/netanyahu-says-early-stage-prostate-cancer-treated-with-no-trace-remaining-3459875/,10,netanyahu says early-stage prostate cancer treated with no trace remaining,11 days 19:07:28.288479,10
India,RCB vs GT IPL 2026 Highlights: Virat Kohli's 81 ensures RCB ease home in 206-run chase despite brief stutter,"Royal Challengers Bengaluru vs Gujarat Titans Highlights: A target of 206, once again made to look underpar by this RCB chasing machine. GT were a little short, and Virat Kohli's blistering partnership with Devdutt Padikkal punished their opposition. A late wobble, but nothing more – 2 points. | Cricket",2026-04-24 17:51:00+00:00,Hindustan Times,https://www.hindustantimes.com/cricket/rcb-vs-gt-live-cricket-score-royal-challengers-bengaluru-vs-gujarat-titans-ipl-2026-match-34-bengaluru-apr-24-101777025446959.html,19,rcb vs gt ipl 2026 highlights: virat kohli's 81 ensures rcb ease home in 206-run chase despite brief stutter,11 days 19:11:03.288479,19
India,Trump Sending 2 Key Officials To Pak For Talks With Iran: Report,Trump Sending 2 Key Officials To Pak For Talks With Iran: Report,2026-04-24 17:37:23+00:00,NDTV,https://www.ndtv.com/world-news/trump-sending-2-key-officials-to-pak-for-talks-with-iran-report-11405327,12,trump sending 2 key officials to pak for talks with iran: report,11 days 19:24:40.288479,12
India,"US, Iran Prepare For 2nd Round Of Talks In Pak Without Vance, Ghalibaf","US Confirms Talks With Iran, 2 Key Officials To Fly To Pak Tomorrow",2026-04-24 17:25:58+00:00,NDTV,https://www.ndtv.com/world-news/us-confirms-talks-with-iran-2-key-officials-to-fly-to-pak-tomorrow-11405578,13,"us, iran prepare for 2nd round of talks in pak without vance, ghalibaf",11 days 19:36:05.288479,13
India,"Ashok Lahiri, Bengal BJP MLA and ex-CEA, to become Niti Aayog vice-chairman",A member of the current Bengal assembly from Balurghat — but not contesting the ongoing elections — Lahiri has served as the 12th Chief Economic Adviser| India News,2026-04-24 17:10:49+00:00,Hindustan Times,https://www.hindustantimes.com/india-news/ashok-lahiri-to-become-niti-aayog-vice-chairman-former-cea-from-west-bengal-eye-on-elections-101777050465241.html,12,"ashok lahiri, bengal bjp mla and ex-cea, to become niti aayog vice-chairman",11 days 19:51:14.288479,12
India,"AAP MPs walk out, casting shadow over 2027 Assembly polls in Punjab","AAP faces internal crisis as seven MPs defect to BJP, jeopardizing their chances in the upcoming 2027 Punjab Assembly polls.",2026-04-24 17:01:44+00:00,The Hindu,https://www.thehindu.com/news/national/punjab/aap-mps-walk-out-casting-shadow-over-2027-assembly-polls-in-punjab/article70902317.ece,12,"aap mps walk out, casting shadow over 2027 assembly polls in punjab",11 days 20:00:19.288479,12
USA,Trump Administration Approves Firing Squad Executions for Death Penalty,"The Justice Department also reauthorized the use of a death penalty drug, and will seek to shorten the length of some legal appeals.",2026-04-24 19:19:24+00:00,The New York Times,https://www.nytimes.com/2026/04/24/us/politics/trump-firing-squad-executions-death-penalty.html,9,trump administration approves firing squad executions for death penalty,11 days 17:42:39.288479,9
USA,Rob and Michele Reiner's Son Jake Shares Tribute After Parent's Death,Jake Reiner is speaking out following the violent death of his parents Rob Reiner and Michele Singer Reiner in December 2025.,2026-04-24 19:10:00+00:00,Variety,https://variety.com/2026/film/news/jake-reiner-job-reiner-michele-singer-deaths-1236729955/,11,rob and michele reiner's son jake shares tribute after parent's death,11 days 17:52:03.288479,11
USA,Janet Mills vetoes bill to temporarily ban data centers in Maine,The bill garnered international attention following its passage in the state Legislature.,2026-04-24 19:02:52+00:00,The Portland Press Herald,https://www.pressherald.com/2026/04/24/janet-mills-vetoes-temporary-data-center-ban-2/,11,janet mills vetoes bill to temporarily ban data centers in maine,11 days 17:59:11.288479,11
USA,Camp Mystic May Not Receive License to Reopen After Fatal Flood in Texas,"A review by state officials in Texas said the camp, hit by catastrophic flooding last year, was not in compliance with safety requirements.",2026-04-24 19:01:44+00:00,The New York Times,https://www.nytimes.com/2026/04/24/us/camp-mystic-texas-flood-safety-license.html,13,camp mystic may not receive license to reopen after fatal flood in texas,11 days 18:00:19.288479,13
USA,Inside Caleb Downs' first day as a Dallas Cowboy,"From getting two and a half hours of sleep to an escort into the Star, an inside look at Caleb Downs' first day as a member of the Dallas Cowboys.",2026-04-24 18:58:35+00:00,Dallas Cowboys | Official Site of the Dallas Cowboys,https://www.dallascowboys.com/news/inside-caleb-downs-first-day-as-a-dallas-cowboy,9,inside caleb downs' first day as a dallas cowboy,11 days 18:03:28.288479,9
USA,Apple Wallet’s new Digital ID feature just added more ways to use it,"Apple launched a new Digital ID feature in the Wallet app last fall, and now it can officially be used for age verification purposes.",2026-04-24 18:58:00+00:00,9to5Mac,https://9to5mac.com/2026/04/24/apple-wallets-new-digital-id-feature-just-added-more-ways-to-use-it/,13,apple wallet’s new digital id feature just added more ways to use it,11 days 18:04:03.288479,13
USA,6 player comps at wide receiver for the 49ers on Day 2 of the NFL Draft,Using NFL IQ to compare athletic testing to the potential wide receivers the 49ers could draft on Day 2.,2026-04-24 18:54:26+00:00,Niners Nation,https://www.ninersnation.com/san-francisco-49ers-news/158197/6-player-comps-at-wide-receiver-for-the-49ers-on-day-2-of-the-nfl-draft,16,6 player comps at wide receiver for the 49ers on day 2 of the nfl draft,11 days 18:07:37.288479,16
USA,"NFL Draft 2026 best available players for San Francisco 49ers: Denzel Boston, Cashius Howell","The 49ers hold the first pick in the second round, plus two more picks on Day 2. Who might they target?",2026-04-24 18:53:06+00:00,The New York Times,https://www.nytimes.com/athletic/7223220/2026/04/24/49ers-2026-nfl-draft-best-available-players/,14,"nfl draft 2026 best available players for san francisco 49ers: denzel boston, cashius howell",11 days 18:08:57.288479,14
USA,Pablo Torre focuses on the Mike Vrabel-Dianna Russini situation,There's a new rule of thumb in sports media.,2026-04-24 18:45:54+00:00,NBC Sports,https://www.nbcsports.com/nfl/profootballtalk/rumor-mill/news/pablo-torre-focuses-on-the-mike-vrabel-dianna-russini-situation,9,pablo torre focuses on the mike vrabel-dianna russini situation,11 days 18:16:09.288479,9
USA,Were Neanderthals Able to Hunt Elephants? The Proof Is in an Ancient Bone,"A new study found that a pachyderm skeleton, dismissed for decades as unimportant, offers evidence of careful planning, teamwork and a calculated kill.",2026-04-24 18:42:17+00:00,The New York Times,https://www.nytimes.com/2026/04/24/science/lehringen-lakebed-elephant-neanderthals.html,13,were neanderthals able to hunt elephants? the proof is in an ancient bone,11 days 18:19:46.288479,13
UK,Sunderland v Nottingham Forest: Premier League - live,Minute-by-minute report: Join Rob Smyth for the latest as Forest head north for a Friday night at the Stadium of Light,2026-04-24 18:45:32+00:00,The Guardian,https://www.theguardian.com/football/live/2026/apr/24/sunderland-v-nottingham-forest-premier-league-live,8,sunderland v nottingham forest: premier league - live,11 days 18:16:31.288479,8
UK,Terrifying 62ft octopus likened to mythical kraken that swallowed ships confirmed to have roamed seas in dinosaur era,"A GIANT 62ft octopus likened to the mythical kraken that swallowed up ships actually roamed the seas in the dinosaur era, new research...",2026-04-24 18:13:00+00:00,The Sun,https://www.thesun.co.uk/tech/38923450/terrifying-octopus-kraken-dinosaur-era-beast/,18,terrifying 62ft octopus likened to mythical kraken that swallowed ships confirmed to have roamed seas in dinosaur era,11 days 18:49:03.288479,18
UK,Dan Walker's former co-host withdraws 'bullying' claims as agreement reached,Claudia–Liza Vanderpuije has withdrawn claims against her former Channel 5 News co-host Dan Walker after reaching a “mutual agreement” with the company. | ITV National News,2026-04-24 18:09:32+00:00,ITVX,https://www.itv.com/news/2026-04-24/dan-walkers-former-co-host-withdraws-bullying-claims-as-agreement-reached,10,dan walker's former co-host withdraws 'bullying' claims as agreement reached,11 days 18:52:31.288479,10
UK,US millionaire big-game hunter dies after being crushed by elephants,"Ernie Dosio, a 75-year-old vineyard owner, was hunting an antelope species in Africa when the incident occured",2026-04-24 18:09:00+00:00,The Guardian,https://www.theguardian.com/us-news/2026/apr/24/millionaire-hunter-dies-elephants-gabon,10,us millionaire big-game hunter dies after being crushed by elephants,11 days 18:53:03.288479,10
UK,Starmer ‘facing Commons vote next week’ on inquiry into Mandelson vetting scandal,Exclusive: MPs from across the House have written to Lindsay Hoyle asking for an investigation into whether Starmer misled parliament,2026-04-24 18:03:00+00:00,The Independent,https://www.independent.co.uk/news/uk/politics/starmer-mandelson-vetting-privileges-committee-hoyle-b2964435.html,12,starmer ‘facing commons vote next week’ on inquiry into mandelson vetting scandal,11 days 18:59:03.288479,12
UK,Director Rob Reiner's son Jake Reiner bares soul on how he found out his parents were dead,"The actor says the grief of his parents' brutal deaths and the arrest of his own brother left him in a ""trance"".",2026-04-24 18:02:54+00:00,BBC,https://www.bbc.co.uk/news/articles/c74v2enw8l7o,17,director rob reiner's son jake reiner bares soul on how he found out his parents were dead,11 days 18:59:09.288479,17
UK,"Driver, 95, 'wasn't looking' when she drove into woman at petrol station and killed her","Joan Barwick was instead focused on a disabled parking space when she drove into Linda Wareham, 77, last year",2026-04-24 17:44:00+00:00,Birmingham Live,https://www.birminghammail.co.uk/black-country/driver-95-wasnt-looking-drove-33835535,15,"driver, 95, 'wasn't looking' when she drove into woman at petrol station and killed her",11 days 19:18:03.288479,15
UK,Xbox's new boss Asha Sharma hasn't decided whether to bring back exclusives,A new Xbox executive interview sheds a little more light on the CEO's plans for the console platform.,2026-04-24 17:30:58+00:00,Eurogamer.net,https://www.eurogamer.net/xbox-boss-asha-sharma-hasnt-decided-exclusive-games,12,xbox's new boss asha sharma hasn't decided whether to bring back exclusives,11 days 19:31:05.288479,12
UK,Largest-ever marine reptile discovered by an 11-year-old girl,11‑year‑old Ruby Reynolds and her father were on the beach when they discovered Ichthyotitan severnensis - the largest-ever marine reptile.,2026-04-24 17:24:27+00:00,Earth.com,https://www.earth.com/news/largest-known-marine-reptile-ichthyotitan-severnensis-discovered-by-11-year-old-girl-ruby-reynolds/,8,largest-ever marine reptile discovered by an 11-year-old girl,11 days 19:37:36.288479,8
UK,Man found guilty over birds of prey dumped outside Hampshire village shop,James Kempster’s DNA was found on dead barn owl and kestrel rammed into door handles of volunteer store,2026-04-24 16:59:00+00:00,The Guardian,https://www.theguardian.com/uk-news/2026/apr/24/man-found-guilty-after-dumping-50-dead-hares-outside-hampshire-village-shop,12,man found guilty over birds of prey dumped outside hampshire village shop,11 days 20:03:03.288479,12
Australia,Why Anzac Day Test between Australia and New Zealand means so much to Wallaroos star Piper Duck,"Any time Piper Duck pulls on the Australian jersey is a special moment, but playing in the historic Anzac Day Test holds even greater significance for the Wallaroos back-rower.",2026-04-24 19:12:32+00:00,Australian Broadcasting Corporation,https://www.abc.net.au/news/2026-04-25/anzac-day-test-australia-new-zealand-wallaroos-piper-duck/106601970,17,why anzac day test between australia and new zealand means so much to wallaroos star piper duck,11 days 17:49:31.288479,17
Australia,election could be a watershed moment in Australian politics,The Coalition's preference deals in Farrer could help fracture the Liberal Party's moderate base and invigorate dissatisfied voters.,2026-04-24 19:01:38+00:00,Australian Broadcasting Corporation,https://www.abc.net.au/news/2026-04-25/outcome-farrer-byelection-one-nation-watershed-moment/106485956,9,election could be a watershed moment in australian politics,11 days 18:00:25.288479,9
Australia,Anzac Day live updates: Australians mark 111 years since Gallipoli with dawn services and marches,"Australians, including Prime Minister Anthony Albanese and Opposition Leader Angus Taylor, gather to commemorate Anzac Day at dawn services this morning. Follow live.",2026-04-24 19:00:54+00:00,Australian Broadcasting Corporation,https://www.abc.net.au/news/2026-04-25/anzac-day-2026-marches-services-live-updates/106597328,15,anzac day live updates: australians mark 111 years since gallipoli with dawn services and marches,11 days 18:01:09.288479,15
Australia,‘We don’t allow people like you in here’: The traumatised community working to rebuild their lives,Australia’s South Sudanese have been demonised and misunderstood – but strong family ties and successful public figures are helping to change the story.,2026-04-24 19:00:00+00:00,The Age,https://www.theage.com.au/national/we-don-t-allow-people-like-you-in-here-the-traumatised-community-working-to-rebuild-their-lives-20260312-p5o9y6.html,16,‘we don’t allow people like you in here’: the traumatised community working to rebuild their lives,11 days 18:02:03.288479,16
Australia,Inside the power move that humiliated Sydney’s billionaire hospo king,"The perma-tanned king of an 80-venue empire is discovering that in Melbourne’s laneways and exclusive clubs, even a billion-dollar brand can be kept waiting at the door.",2026-04-24 19:00:00+00:00,The Age,https://www.theage.com.au/national/victoria/a-breach-of-etiquette-inside-the-power-move-that-humiliated-sydney-s-billionaire-hospo-king-20260421-p5zpuk.html,10,inside the power move that humiliated sydney’s billionaire hospo king,11 days 18:02:03.288479,10
Australia,Iran war live updates: Witkoff and Kushner heading to Pakistan as Iran denies requesting peace talks,It comes as fighting continues between Israel and militant group Hezbollah in southern Lebanon where an extended ceasefire is in place. Follow live.,2026-04-24 18:16:11+00:00,Australian Broadcasting Corporation,https://www.abc.net.au/news/2026-04-25/iran-war-live-updates-april-25-2026/106603020,16,iran war live updates: witkoff and kushner heading to pakistan as iran denies requesting peace talks,11 days 18:45:52.288479,16
Australia,Framework Laptop 13 Pro is the repairable MacBook Pro killer Linux users have been waiting for,"Framework's new Laptop 13 Pro packs a 74Wh battery, Intel Core Ultra Series 3 chips, and a touch display into a fully repairable aluminum chassis.",2026-04-24 18:16:00+00:00,Yahoo Tech,https://tech.yahoo.com/computing/articles/framework-laptop-13-pro-repairable-181600575.html,16,framework laptop 13 pro is the repairable macbook pro killer linux users have been waiting for,11 days 18:46:03.288479,16
Nepal,25-Year-Old Son Gives Mother Second Chance at Life Through Kidney Donation,"A 25-year-old man has shared his experience as a kidney donor, describing a journey filled with fear, hope, and strong",2026-05-06 01:00:42+00:00,Wake Up Singapore,https://wakeup.sg/son-donates-kidney-saves-mother/,11,25-year-old son gives mother second chance at life through kidney donation,0 days 12:01:21.288479,11
Nepal,Webb space telescope reveals a scorching “super-Earth” that looks like Mercury,"A scorching, airless world just 48 light-years away is offering scientists a rare glimpse into the geology of distant planets. Using the James Webb Space Telescope, researchers studied LHS 3844 b—a tidally locked “super-Earth” with a permanent dayside hot enough to melt metal—and discovered it’s a dark, barren rock with no atmosphere.",2026-05-06 00:59:19+00:00,ScienceDaily,https://www.sciencedaily.com/releases/2026/05/260504154012.htm,11,webb space telescope reveals a scorching “super-earth” that looks like mercury,0 days 12:02:44.288479,11
Nepal,Angelina Jolie scores win over Brad Pitt; court rules actress doesn't have to submit privileged emails,Angelina Jolie has secured a legal victory in her ongoing dispute with ex-husband Brad Pitt.As the couple battle it over their French winery Chateau M.,2026-05-06 00:56:00+00:00,The Times of India,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/angelina-jolie-scores-win-over-brad-pitt-court-rules-actress-doesnt-have-to-submit-privileged-emails/articleshow/130841664.cms,16,angelina jolie scores win over brad pitt; court rules actress doesn't have to submit privileged emails,0 days 12:06:03.288479,16
Nepal,Quagga mussel protein offers new insights into bioadhesives,"Researchers at the University of Toronto have identified a protein from the quagga mussel that can stick to surfaces underwater, even though it lacks a chemical feature long thought to be essential for this kind of adhesion.",2026-05-06 00:56:00+00:00,News-Medical,https://www.news-medical.net/news/20260505/Quagga-mussel-protein-offers-new-insights-into-bioadhesives.aspx,8,quagga mussel protein offers new insights into bioadhesives,0 days 12:06:03.288479,8
Nepal,Jurors deliberate verdict in Stefon Diggs assault trial in Mass.,The jury in Dedham District Court deliberated for less than two hours Tuesday afternoon before acquitting Diggs.,2026-05-06 00:55:23+00:00,The Boston Globe,https://www.bostonglobe.com/2026/05/05/metro/stefon-diggs-lawyer-argues-there-was-no-assault/,10,jurors deliberate verdict in stefon diggs assault trial in mass.,0 days 12:06:40.288479,10
Nepal,'Raja Shivaji' box office collection day 5 (Marathi): Riteish Deshmukh’s period drama adds Rs 3.35 crore to the tally,"Riteish Deshmukh's period drama 'Raja Shivaji' continues to captivate audiences with strong box office earnings, reaching Rs 30.5 crore in just five days since its release. Discover the day's collection and more about the film's success.",2026-05-06 00:55:00+00:00,The Times of India,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/box-office/raja-shivaji-box-office-collection-day-5-marathi-riteish-deshmukhs-period-drama-adds-rs-3-35-crore-to-the-tally/articleshow/130841770.cms,19,'raja shivaji' box office collection day 5 (marathi): riteish deshmukh’s period drama adds rs 3.35 crore to the tally,0 days 12:07:03.288479,19
Nepal,Apple agrees to pay $250m after falsely claiming AI-powered Siri was ‘available now’,"Settlement, which includes no admission of wrongdoing, covers roughly 36m eligible devices in class-action lawsuit",2026-05-06 00:55:00+00:00,The Guardian,https://www.theguardian.com/technology/2026/may/05/apple-siri-ai-settlement,13,apple agrees to pay $250m after falsely claiming ai-powered siri was ‘available now’,0 days 12:07:03.288479,13
Nepal,"Trump puts ‘Project Freedom’ on hold, saying he hopes to finalise a deal with Iran",US president says he is pausing US effort to guide stranded vessels out of the strait of Hormuz but blockade remains,2026-05-06 00:55:00+00:00,The Guardian,https://www.theguardian.com/world/2026/may/06/trump-project-freedom-strait-of-hormuz-ships-iran-ceasefire,15,"trump puts ‘project freedom’ on hold, saying he hopes to finalise a deal with iran",0 days 12:07:03.288479,15
Nepal,"Broadcasting Standards Authority being scrapped, Media and Communications Minister Paul Goldsmith says",The Government will disestablish the Broadcasting Standards Authority after deeming the media regulator’s role “doesn’t make sense” amid an evolving...,2026-05-06 00:53:15+00:00,NZ Herald,https://www.nzherald.co.nz/nz/politics/government-to-scrap-broadcasting-standards-authority/H3XIDDJ2LBCDTPJUU7QZ3WAUTQ/,12,"broadcasting standards authority being scrapped, media and communications minister paul goldsmith says",0 days 12:08:48.288479,12
Nepal,Spain to receive hantavirus-hit cruise ship in Canary Islands,"The MV Hondius cruise ship, carrying a deadly rodent virus outbreak, is stranded off Cape Verde and needs a port for evacuation and medical care.",2026-05-06 00:48:09+00:00,CNA,https://www.channelnewsasia.com/world/hantavirus-cruise-ship-mv-hondius-evacuation-6101711,9,spain to receive hantavirus-hit cruise ship in canary islands,0 days 12:13:54.288479,9
India,Prabhas’ 'Fauzi' tragedy; Crew member dies In Hyderabad crash; Shoot halted near Ramoji Film City - Reports,TRIGGER WARNING: This article contains mention of death.A major tragedy has struck the team of Prabhas starrer 'Fauzi'. One crew member lost their lif.,2026-05-06 00:41:00+00:00,The Times of India,https://timesofindia.indiatimes.com/entertainment/telugu/movies/news/prabhas-fauzi-tragedy-crew-member-dies-in-hyderabad-crash-shoot-halted-near-ramoji-film-city-reports/articleshow/130841695.cms,17,prabhas’ 'fauzi' tragedy; crew member dies in hyderabad crash; shoot halted near ramoji film city - reports,0 days 12:21:03.288479,17
India,Back to Writers’ Buildings? Second floor touted as ideal office of new chief minister,"Much of the repair and restoration work on the second floor of the main block is complete. Flooring, too, has been finished in large sections, a visit by Metro showed",2026-05-06 00:30:51+00:00,Telegraph India,https://www.telegraphindia.com/elections/west-bengal-assembly-election-2026/back-to-writers-saffron-at-red-gates-buildings-second-floor-may-host-next-cm-office-prnt/cid/2159223,14,back to writers’ buildings? second floor touted as ideal office of new chief minister,0 days 12:31:12.288479,14
India,Stock Market Today: All You Need To Know Before Going Into Trade On May 6,"Stocks in the news, big brokerage calls of the day, complete trade setup and much more!",2026-05-06 00:30:01+00:00,NDTV Profit,https://www.ndtvprofit.com/markets/stock-market-today-all-you-need-to-know-before-going-into-trade-on-may-6-11454231,15,stock market today: all you need to know before going into trade on may 6,0 days 12:32:02.288479,15
India,Scientists Discover the Hidden Color Patterns of Dinosaurs That Have Been Lost for Millions of Years,"A recent discovery in Montana challenges the traditional image of Diplodocus, revealing new clues about their skin patterns and appearance.",2026-05-06 00:29:18+00:00,Indian Defence Review,https://indiandefencereview.com/scientists-hidden-color-patterns-dinosaurs/,16,scientists discover the hidden color patterns of dinosaurs that have been lost for millions of years,0 days 12:32:45.288479,16
India,US Iran war highlights: Trump says ‘Project Freedom’ paused to see if Iran peace deal can be finalised,"US-Iran war highlights: Earlier, Trump announced ‘Project Freedom’ as an initiative to guide the ships stuck in Strait of Hormuz. | World News",2026-05-06 00:10:21+00:00,Hindustan Times,https://www.hindustantimes.com/world-news/us-iran-war-live-trumps-will-be-blown-off-earth-warning-to-iran-as-fresh-attacks-put-ceasefire-under-strain-101777945092539.html,18,us iran war highlights: trump says ‘project freedom’ paused to see if iran peace deal can be finalised,0 days 12:51:42.288479,18
India,Flipkart and 22feet take inspiration from Kerala’s Twin Village for SASA LELE 2.0,"Flipkart has rolled out the second edition of its flagship summer sale, SASA LELE, with a humour-led campaign from 22feet India that amplifies the idea of ""sale par sale"", stacking double offers and summer deals into one high-energy retail moment.",2026-05-06 00:09:10+00:00,Campaign Brief Asia,https://campaignbriefasia.com/2026/05/06/flipkart-and-22feet-take-inspiration-from-keralas-twin-village-for-sasa-lele-2-0/,13,flipkart and 22feet take inspiration from kerala’s twin village for sasa lele 2.0,0 days 12:52:53.288479,13
